COUNTY,TODAYS_DATE,HOSPITALIZED_COVID_CONFIRMED_PATIENTS,HOSPITALIZED_SUSPECTED_COVID_PATIENTS,HOSPITALIZED_COVID_PATIENTS,ALL_HOSPITAL_BEDS,ICU_COVID_CONFIRMED_PATIENTS,ICU_SUSPECTED_COVID_PATIENTS,ICU_AVAILABLE_BEDS
Imperial,2021-06-11,3,0,3,236,2,0,11
San Diego,2021-06-11,71,9,80,6456,21,0,267
San Francisco,2021-06-11,18,4,22,2170,3,2,92
Stanislaus,2021-06-11,54,11,65,1301,10,1,34
Amador,2021-06-11,1,0,1,53,0,0,0
Tehama,2021-06-11,4,0,4,59,1,0,4
Fresno,2021-06-11,45,15,60,1502,8,2,31
Mariposa,2021-06-11,0,0,0,14,0,0,0
San Bernardino,2021-06-11,45,10,55,3529,16,3,126
Kern,2021-06-11,19,2,21,1148,5,0,60
Yolo,2021-06-11,1,0,1,113,1,0,4
Yuba,2021-06-11,18,0,18,261,2,0,3
Inyo,2021-06-11,1,0,1,29,0,0,2
Orange,2021-06-11,50,9,59,5808,15,0,238
Napa,2021-06-11,3,0,3,209,2,0,4
Calaveras,2021-06-11,0,0,0,33,0,0,6
Santa Cruz,2021-06-11,4,0,4,372,1,0,11
Lassen,2021-06-11,3,0,3,25,0,0,0
Nevada,2021-06-11,4,0,4,134,2,0,0
Merced,2021-06-11,10,0,10,271,5,0,5
Mono,2021-06-11,0,0,0,17,0,0,1
Santa Clara,2021-06-11,39,9,48,3058,19,1,70
Riverside,2021-06-11,35,11,46,3244,7,3,114
Santa Barbara,2021-06-11,8,1,9,603,2,1,26
Shasta,2021-06-11,19,0,19,567,5,0,23
Humboldt,2021-06-11,5,2,7,274,3,0,10
Madera,2021-06-11,3,3,6,278,0,0,7
San Mateo,2021-06-11,5,7,12,700,1,0,23
Alameda,2021-06-11,33,28,61,2467,5,6,87
Los Angeles,2021-06-11,221,78,299,19226,47,8,668
Marin,2021-06-11,1,6,7,335,0,0,16
Sonoma,2021-06-11,11,2,13,646,2,0,23
Del Norte,2021-06-11,1,0,1,53,0,0,1
Trinity,2021-06-11,0,0,0,25,0,0,0
Butte,2021-06-11,6,0,6,451,1,0,13
Modoc,2021-06-11,0,0,0,12,0,0,0
Plumas,2021-06-11,0,0,0,35,0,0,0
Monterey,2021-06-11,4,0,4,724,0,0,24
El Dorado,2021-06-11,2,0,2,190,1,0,4
Siskiyou,2021-06-11,2,0,2,56,2,0,6
Kings,2021-06-11,8,0,8,98,2,0,0
Santa Clara,2021-06-12,43,13,56,3026,23,3,59
El Dorado,2021-06-12,1,1,2,190,0,0,4
Plumas,2021-06-12,0,0,0,35,0,0,0
Colusa,2021-06-12,4,0,4,48,0,0,5
Contra Costa,2021-06-12,21,7,28,1282,9,1,39
Napa,2021-06-12,3,0,3,204,2,0,9
Merced,2021-06-12,9,0,9,271,5,0,9
Yuba,2021-06-12,14,0,14,261,1,0,3
San Benito,2021-06-12,0,0,0,25,0,0,1
Del Norte,2021-06-12,1,0,1,53,0,0,1
Tuolumne,2021-06-12,1,0,1,72,0,0,2
Lake,2021-06-12,0,0,0,64,0,0,0
Tulare,2021-06-12,7,3,10,650,0,0,23
Mariposa,2021-06-12,0,0,0,14,0,0,0
Calaveras,2021-06-12,0,0,0,33,0,0,6
Amador,2021-06-12,1,0,1,53,0,0,0
San Mateo,2021-06-12,3,6,9,699,1,0,22
Inyo,2021-06-12,1,0,1,29,0,0,2
Yolo,2021-06-12,1,0,1,114,1,0,4
San Luis Obispo,2021-06-12,4,0,4,460,0,0,22
San Diego,2021-06-12,70,17,87,6450,21,1,268
San Francisco,2021-06-12,17,3,20,2167,4,1,92
Marin,2021-06-12,0,5,5,333,0,0,15
Los Angeles,2021-06-12,212,60,272,19133,44,5,660
Butte,2021-06-12,8,0,8,451,1,0,13
Kern,2021-06-12,18,1,19,1156,5,0,57
Mendocino,2021-06-12,3,0,3,91,2,0,4
Lassen,2021-06-12,3,0,3,25,0,0,0
Humboldt,2021-06-12,6,3,9,274,3,0,10
Modoc,2021-06-12,0,0,0,12,0,0,0
San Bernardino,2021-06-12,46,10,56,3567,15,5,140
Tehama,2021-06-12,4,0,4,59,1,0,5
Sacramento,2021-06-12,62,16,78,2564,15,1,80
Santa Barbara,2021-06-12,8,0,8,603,2,0,25
Sonoma,2021-06-12,12,2,14,639,4,0,20
Mono,2021-06-12,0,0,0,17,0,0,2
Madera,2021-06-12,5,4,9,278,0,0,5
Placer,2021-06-12,28,13,41,798,6,0,28
Orange,2021-06-12,55,5,60,5827,17,1,241
Kings,2021-06-12,7,0,7,90,2,0,1
Siskiyou,2021-06-12,2,0,2,56,1,0,6
Fresno,2021-06-12,38,15,53,1502,7,3,27
Imperial,2021-06-12,3,0,3,236,2,0,6
Sutter,2021-06-12,0,0,0,14,0,0,0
Glenn,2021-06-12,0,0,0,47,0,0,0
Alameda,2021-06-12,33,30,63,2485,5,6,91
Solano,2021-06-12,11,9,20,571,5,0,18
Shasta,2021-06-12,16,0,16,567,5,0,20
San Joaquin,2021-06-12,37,3,40,869,9,0,13
Ventura,2021-06-12,12,7,19,1136,2,0,52
Stanislaus,2021-06-12,49,9,58,1301,10,1,37
Nevada,2021-06-12,4,0,4,117,1,0,2
Trinity,2021-06-12,0,0,0,25,0,0,0
Santa Cruz,2021-06-12,2,0,2,372,1,0,11
Riverside,2021-06-12,27,13,40,3231,9,0,112
Monterey,2021-06-12,3,0,3,724,0,0,24
Contra Costa,2021-06-13,24,9,33,1303,8,0,41
San Joaquin,2021-06-13,32,3,35,868,7,0,13
San Luis Obispo,2021-06-13,3,0,3,460,1,0,22
Santa Barbara,2021-06-13,11,1,12,603,4,0,25
San Diego,2021-06-13,70,12,82,6448,23,0,289
Stanislaus,2021-06-13,47,7,54,1281,11,0,32
Kern,2021-06-13,21,3,24,1138,8,0,62
El Dorado,2021-06-13,1,1,2,190,0,0,4
Fresno,2021-06-13,41,17,58,1510,8,2,24
Colusa,2021-06-13,4,0,4,48,0,0,5
Monterey,2021-06-13,3,1,4,724,0,1,27
Tuolumne,2021-06-13,0,0,0,72,0,0,2
Shasta,2021-06-13,19,0,19,567,4,0,23
Plumas,2021-06-13,0,0,0,35,0,0,0
Butte,2021-06-13,9,0,9,451,1,0,17
Sacramento,2021-06-13,57,21,78,2564,15,0,87
Sonoma,2021-06-13,11,3,14,642,4,0,20
San Benito,2021-06-13,2,0,2,25,0,0,1
Nevada,2021-06-13,4,0,4,117,1,0,0
San Francisco,2021-06-13,18,5,23,2150,4,1,108
Glenn,2021-06-13,0,0,0,47,0,0,0
Tehama,2021-06-13,3,0,3,59,1,0,5
Lassen,2021-06-13,3,0,3,25,0,0,0
Del Norte,2021-06-13,1,0,1,53,0,0,1
Sutter,2021-06-13,0,0,0,14,0,0,0
Yuba,2021-06-13,17,1,18,261,3,0,3
Siskiyou,2021-06-13,2,0,2,56,1,0,6
Marin,2021-06-13,0,5,5,328,0,0,16
Mariposa,2021-06-13,0,0,0,14,0,0,0
Imperial,2021-06-13,3,0,3,236,2,0,5
Tulare,2021-06-13,7,3,10,655,1,0,21
Mendocino,2021-06-13,3,0,3,92,2,0,4
Humboldt,2021-06-13,4,1,5,274,2,0,16
Riverside,2021-06-13,33,11,44,3220,9,1,118
Inyo,2021-06-13,1,0,1,29,0,0,2
Ventura,2021-06-13,10,2,12,1113,2,1,30
Lake,2021-06-13,0,0,0,64,0,0,0
Santa Cruz,2021-06-13,3,0,3,372,1,0,5
San Bernardino,2021-06-13,54,10,64,3517,15,5,157
Mono,2021-06-13,0,0,0,17,0,0,2
Placer,2021-06-13,27,10,37,795,6,0,27
Calaveras,2021-06-13,0,0,0,33,0,0,6
Santa Clara,2021-06-13,44,12,56,2990,20,1,91
Orange,2021-06-13,55,5,60,5811,11,0,241
Kings,2021-06-13,7,0,7,106,2,0,1
Napa,2021-06-13,2,0,2,198,2,0,7
Solano,2021-06-13,13,8,21,569,6,0,18
Merced,2021-06-13,9,0,9,271,5,0,5
Alameda,2021-06-13,32,31,63,2484,5,6,92
Trinity,2021-06-13,0,0,0,25,0,0,0
San Mateo,2021-06-13,5,9,14,694,0,0,22
Madera,2021-06-13,4,2,6,278,0,0,9
Modoc,2021-06-13,0,0,0,12,0,0,0
Los Angeles,2021-06-13,218,59,277,18989,43,5,723
Yolo,2021-06-13,1,0,1,115,1,0,4
Amador,2021-06-13,1,0,1,53,0,0,0
Kings,2021-06-14,8,0,8,99,2,0,3
Fresno,2021-06-14,44,11,55,1515,6,1,28
Kern,2021-06-14,26,5,31,1121,8,0,52
Tuolumne,2021-06-14,0,0,0,72,0,0,6
Lake,2021-06-14,1,0,1,64,1,0,4
Sutter,2021-06-14,0,0,0,14,0,0,0
Amador,2021-06-14,0,0,0,53,0,0,1
Marin,2021-06-14,0,5,5,325,0,0,16
San Mateo,2021-06-14,4,6,10,693,1,0,24
San Benito,2021-06-14,2,0,2,25,0,0,0
Imperial,2021-06-14,4,0,4,236,2,0,4
Sonoma,2021-06-14,9,2,11,645,3,0,20
Humboldt,2021-06-14,7,0,7,274,2,0,9
Santa Clara,2021-06-14,45,15,60,2993,18,0,79
Colusa,2021-06-14,4,0,4,48,0,0,5
Siskiyou,2021-06-14,2,0,2,56,0,0,4
Mariposa,2021-06-14,0,0,0,14,0,0,0
Del Norte,2021-06-14,0,0,0,53,0,0,1
Napa,2021-06-14,3,2,5,193,3,0,7
Monterey,2021-06-14,3,1,4,724,0,1,26
Calaveras,2021-06-14,0,0,0,33,0,0,5
San Diego,2021-06-14,71,8,79,6450,24,0,286
Contra Costa,2021-06-14,26,8,34,1306,7,0,46
Madera,2021-06-14,2,2,4,278,0,0,13
Plumas,2021-06-14,0,0,0,35,0,0,0
Trinity,2021-06-14,0,0,0,25,0,0,0
Mendocino,2021-06-14,4,0,4,93,2,0,5
San Bernardino,2021-06-14,61,18,79,3557,15,5,167
Tulare,2021-06-14,6,6,12,668,1,1,25
Stanislaus,2021-06-14,52,6,58,1284,13,0,29
Merced,2021-06-14,8,0,8,271,6,0,9
San Joaquin,2021-06-14,31,5,36,876,9,0,18
Riverside,2021-06-14,41,18,59,3231,9,1,122
Yolo,2021-06-14,1,0,1,117,1,0,3
Santa Barbara,2021-06-14,12,1,13,603,3,0,41
Nevada,2021-06-14,4,0,4,134,1,0,2
Shasta,2021-06-14,19,0,19,567,5,0,19
Sacramento,2021-06-14,60,17,77,2541,15,0,98
Alameda,2021-06-14,37,30,67,2473,6,6,109
Modoc,2021-06-14,0,0,0,12,0,0,0
Yuba,2021-06-14,17,0,17,261,2,0,5
Ventura,2021-06-14,9,4,13,1116,2,0,56
San Francisco,2021-06-14,19,3,22,2135,4,1,106
Orange,2021-06-14,54,8,62,5749,15,0,270
Los Angeles,2021-06-14,216,74,290,18994,49,4,763
Inyo,2021-06-14,1,0,1,29,0,0,2
San Luis Obispo,2021-06-14,3,0,3,460,1,0,28
Mono,2021-06-14,0,0,0,17,0,0,2
Glenn,2021-06-14,0,0,0,47,0,0,0
Solano,2021-06-14,12,9,21,566,6,0,18
Tehama,2021-06-14,2,0,2,59,1,0,6
El Dorado,2021-06-14,1,0,1,190,0,0,7
Santa Cruz,2021-06-14,2,0,2,372,1,0,8
Lassen,2021-06-14,3,0,3,25,0,0,0
Butte,2021-06-14,9,0,9,451,1,0,15
Placer,2021-06-14,32,10,42,787,6,1,16
Humboldt,2021-06-15,7,0,7,274,1,0,8
Lake,2021-06-15,1,0,1,64,0,0,1
Siskiyou,2021-06-15,1,0,1,56,0,0,4
Alameda,2021-06-15,41,32,73,2493,7,6,104
Mariposa,2021-06-15,0,0,0,14,0,0,0
Marin,2021-06-15,0,2,2,320,0,1,15
San Mateo,2021-06-15,4,8,12,703,0,0,21
Glenn,2021-06-15,0,0,0,47,0,0,0
San Francisco,2021-06-15,16,2,18,2143,3,0,91
Tulare,2021-06-15,7,7,14,670,1,1,21
Santa Barbara,2021-06-15,12,0,12,603,4,0,41
Ventura,2021-06-15,11,4,15,1128,2,0,59
San Bernardino,2021-06-15,67,18,85,3528,17,3,145
Solano,2021-06-15,15,11,26,560,5,2,15
Fresno,2021-06-15,45,17,62,1510,5,2,27
San Diego,2021-06-15,76,8,84,6475,23,1,280
Del Norte,2021-06-15,1,0,1,53,0,0,1
Kings,2021-06-15,8,0,8,102,3,0,3
Imperial,2021-06-15,4,0,4,236,1,0,6
Stanislaus,2021-06-15,52,6,58,1288,15,0,22
Madera,2021-06-15,2,4,6,279,0,0,11
Shasta,2021-06-15,17,0,17,567,5,0,15
Monterey,2021-06-15,3,0,3,724,0,0,28
Inyo,2021-06-15,1,0,1,29,0,0,2
Sacramento,2021-06-15,60,20,80,2574,13,1,95
Lassen,2021-06-15,4,0,4,25,0,0,0
Sutter,2021-06-15,0,0,0,14,0,0,0
Modoc,2021-06-15,0,0,0,12,0,0,0
Mono,2021-06-15,0,0,0,17,0,0,2
Santa Cruz,2021-06-15,3,0,3,372,0,0,4
Colusa,2021-06-15,2,0,2,48,0,0,5
Yolo,2021-06-15,1,1,2,126,0,0,2
Mendocino,2021-06-15,4,0,4,93,3,0,4
Los Angeles,2021-06-15,223,73,296,19404,49,4,723
San Joaquin,2021-06-15,28,6,34,882,9,0,17
Placer,2021-06-15,30,13,43,789,6,1,17
Tehama,2021-06-15,2,0,2,59,1,0,4
Riverside,2021-06-15,39,17,56,3324,8,1,119
Orange,2021-06-15,54,6,60,5797,13,0,263
Nevada,2021-06-15,2,0,2,134,1,0,8
Yuba,2021-06-15,12,0,12,261,2,0,10
San Benito,2021-06-15,2,0,2,25,0,0,0
Butte,2021-06-15,8,0,8,451,1,0,11
Amador,2021-06-15,0,0,0,53,0,0,0
Trinity,2021-06-15,0,0,0,25,0,0,0
Calaveras,2021-06-15,0,0,0,33,0,0,6
Tuolumne,2021-06-15,0,0,0,72,0,0,2
Merced,2021-06-15,8,0,8,271,4,0,14
Plumas,2021-06-15,0,0,0,35,0,0,0
San Luis Obispo,2021-06-15,2,0,2,460,2,0,19
Contra Costa,2021-06-15,25,3,28,1301,7,1,39
Sonoma,2021-06-15,8,1,9,672,2,0,20
El Dorado,2021-06-15,0,0,0,190,0,0,7
Napa,2021-06-15,4,0,4,197,3,0,3
Kern,2021-06-15,25,2,27,1150,9,0,59
Santa Clara,2021-06-15,44,14,58,3023,17,2,70
Tuolumne,2021-06-16,0,0,0,72,0,0,6
Kings,2021-06-16,8,0,8,110,3,0,0
Modoc,2021-06-16,1,0,1,12,0,0,0
Madera,2021-06-16,2,8,10,279,0,0,9
Mono,2021-06-16,0,0,0,17,0,0,2
Alameda,2021-06-16,48,30,78,2488,8,7,99
Kern,2021-06-16,26,6,32,1163,7,0,51
Nevada,2021-06-16,4,0,4,137,1,0,1
Santa Barbara,2021-06-16,12,1,13,603,3,0,33
Fresno,2021-06-16,44,14,58,1518,6,2,27
San Joaquin,2021-06-16,26,4,30,877,9,0,19
San Bernardino,2021-06-16,66,10,76,3555,17,1,131
Stanislaus,2021-06-16,49,12,61,1309,13,0,27
Orange,2021-06-16,50,2,52,5829,8,0,222
Glenn,2021-06-16,0,0,0,47,0,0,0
El Dorado,2021-06-16,0,0,0,190,0,0,6
Inyo,2021-06-16,1,0,1,29,0,0,2
Merced,2021-06-16,9,0,9,271,5,0,11
Riverside,2021-06-16,36,16,52,3319,6,2,104
Sonoma,2021-06-16,7,1,8,702,2,0,21
Marin,2021-06-16,0,3,3,330,0,1,10
Shasta,2021-06-16,15,0,15,567,4,0,22
Contra Costa,2021-06-16,21,6,27,1306,8,1,40
Sutter,2021-06-16,0,0,0,14,0,0,0
Placer,2021-06-16,29,10,39,791,4,0,23
Imperial,2021-06-16,4,0,4,236,1,0,9
Santa Clara,2021-06-16,38,10,48,3060,16,1,72
Humboldt,2021-06-16,9,1,10,274,1,0,9
Solano,2021-06-16,18,7,25,575,5,0,16
Santa Cruz,2021-06-16,3,0,3,373,0,0,4
Lake,2021-06-16,1,0,1,64,0,0,0
Yolo,2021-06-16,1,0,1,130,0,0,2
San Mateo,2021-06-16,7,7,14,712,0,0,17
Calaveras,2021-06-16,0,0,0,33,0,0,6
Siskiyou,2021-06-16,0,0,0,56,0,0,5
Lassen,2021-06-16,3,0,3,25,0,0,0
San Diego,2021-06-16,71,10,81,6481,22,6,268
Colusa,2021-06-16,2,0,2,48,0,0,5
Butte,2021-06-16,8,0,8,451,2,0,13
Sacramento,2021-06-16,49,19,68,2579,15,1,76
Ventura,2021-06-16,14,1,15,1136,2,0,56
San Francisco,2021-06-16,17,6,23,2143,2,0,95
Los Angeles,2021-06-16,220,79,299,19244,52,6,682
Monterey,2021-06-16,1,0,1,724,0,0,18
San Luis Obispo,2021-06-16,3,0,3,460,1,0,17
Yuba,2021-06-16,13,0,13,261,2,0,11
Del Norte,2021-06-16,1,1,2,53,1,0,1
Mariposa,2021-06-16,0,0,0,14,0,0,0
Amador,2021-06-16,0,0,0,53,0,0,0
Trinity,2021-06-16,0,0,0,25,0,0,0
San Benito,2021-06-16,2,0,2,25,0,0,0
Mendocino,2021-06-16,4,0,4,94,2,0,5
Tehama,2021-06-16,2,0,2,59,1,0,2
Tulare,2021-06-16,6,12,18,667,1,3,19
Plumas,2021-06-16,0,0,0,35,0,0,0
Napa,2021-06-16,5,0,5,204,2,0,2
San Bernardino,2021-06-17,60,8,68,3530,16,1,150
Los Angeles,2021-06-17,219,64,283,19327,43,2,657
Yolo,2021-06-17,1,0,1,129,0,0,2
Marin,2021-06-17,1,3,4,338,1,1,12
Napa,2021-06-17,3,2,5,213,3,0,7
Lassen,2021-06-17,3,0,3,25,0,0,0
Sutter,2021-06-17,0,0,0,14,0,0,0
Madera,2021-06-17,3,3,6,278,0,0,11
Riverside,2021-06-17,37,16,53,3327,4,2,100
Plumas,2021-06-17,0,0,0,35,0,0,0
Placer,2021-06-17,27,14,41,797,3,1,23
Colusa,2021-06-17,2,0,2,48,0,0,5
Siskiyou,2021-06-17,1,0,1,56,0,0,4
El Dorado,2021-06-17,0,0,0,190,0,0,8
San Francisco,2021-06-17,17,4,21,2156,2,0,89
Alameda,2021-06-17,44,27,71,2494,11,3,97
Mendocino,2021-06-17,3,0,3,94,2,0,2
Imperial,2021-06-17,4,0,4,236,2,0,7
Amador,2021-06-17,0,0,0,53,0,0,3
Del Norte,2021-06-17,1,0,1,53,0,0,2
San Diego,2021-06-17,65,10,75,6481,22,2,260
Mono,2021-06-17,0,0,0,18,0,0,0
Santa Cruz,2021-06-17,4,0,4,372,0,0,3
San Joaquin,2021-06-17,33,5,38,872,11,0,10
Stanislaus,2021-06-17,53,6,59,1306,15,1,27
Inyo,2021-06-17,0,0,0,29,0,0,2
Kern,2021-06-17,24,7,31,1162,7,0,51
Modoc,2021-06-17,1,0,1,12,0,0,0
Humboldt,2021-06-17,10,1,11,274,1,0,4
Nevada,2021-06-17,4,0,4,121,1,0,4
Trinity,2021-06-17,0,0,0,25,0,0,0
Solano,2021-06-17,18,6,24,566,4,0,13
Mariposa,2021-06-17,0,0,0,14,0,0,0
Lake,2021-06-17,0,0,0,64,0,0,3
Tulare,2021-06-17,6,6,12,668,1,1,17
Sonoma,2021-06-17,6,5,11,700,2,0,23
Shasta,2021-06-17,15,0,15,567,4,0,25
Monterey,2021-06-17,3,0,3,724,0,0,16
Fresno,2021-06-17,48,9,57,1521,6,1,28
Kings,2021-06-17,8,0,8,98,3,0,0
San Mateo,2021-06-17,7,9,16,705,0,0,17
Santa Clara,2021-06-17,40,13,53,3084,18,2,86
San Luis Obispo,2021-06-17,2,1,3,460,1,0,21
San Benito,2021-06-17,3,0,3,25,0,0,0
Yuba,2021-06-17,13,1,14,261,2,0,8
Merced,2021-06-17,8,0,8,271,5,0,11
Glenn,2021-06-17,0,0,0,47,0,0,0
Sacramento,2021-06-17,48,13,61,2605,14,1,72
Ventura,2021-06-17,16,2,18,1135,1,1,61
Contra Costa,2021-06-17,18,3,21,1252,6,1,41
Calaveras,2021-06-17,0,0,0,33,0,0,5
Tehama,2021-06-17,1,0,1,59,1,0,3
Orange,2021-06-17,54,6,60,5865,17,3,224
Butte,2021-06-17,5,0,5,451,1,0,4
Santa Barbara,2021-06-17,12,1,13,603,3,0,34
Tuolumne,2021-06-17,0,0,0,672,0,0,3
Madera,2021-06-18,3,0,3,278,0,0,6
Inyo,2021-06-18,0,0,0,29,0,0,2
Santa Barbara,2021-06-18,8,0,8,603,3,0,31
Kings,2021-06-18,6,0,6,95,3,0,0
Shasta,2021-06-18,15,0,15,567,4,0,27
Calaveras,2021-06-18,0,0,0,33,0,0,5
Santa Clara,2021-06-18,49,11,60,3057,18,0,60
Colusa,2021-06-18,1,0,1,48,0,0,5
Placer,2021-06-18,17,14,31,795,3,2,17
Glenn,2021-06-18,0,0,0,47,0,0,0
Trinity,2021-06-18,0,0,0,25,0,0,0
Yuba,2021-06-18,13,1,14,261,2,0,8
El Dorado,2021-06-18,0,0,0,190,0,0,8
Imperial,2021-06-18,4,0,4,236,2,0,8
San Diego,2021-06-18,60,8,68,6473,23,3,268
Mono,2021-06-18,0,0,0,17,0,0,0
Solano,2021-06-18,13,7,20,564,4,0,15
Plumas,2021-06-18,0,0,0,35,0,0,0
Mariposa,2021-06-18,0,0,0,14,0,0,0
Siskiyou,2021-06-18,3,0,3,56,1,0,3
Riverside,2021-06-18,35,15,50,3310,6,1,101
Orange,2021-06-18,55,38,93,5874,16,4,249
Mendocino,2021-06-18,4,0,4,94,2,0,6
Alameda,2021-06-18,37,33,70,2502,11,2,104
San Francisco,2021-06-18,17,11,28,2157,4,1,91
Sonoma,2021-06-18,8,2,10,697,2,0,22
Tuolumne,2021-06-18,0,0,0,72,0,0,3
Contra Costa,2021-06-18,19,11,30,1294,5,4,40
Tehama,2021-06-18,1,0,1,59,1,0,4
Merced,2021-06-18,6,0,6,272,3,0,14
Modoc,2021-06-18,1,0,1,12,0,0,0
Yolo,2021-06-18,0,0,0,133,0,0,4
Santa Cruz,2021-06-18,6,0,6,372,0,0,3
San Luis Obispo,2021-06-18,2,0,2,460,1,0,24
Stanislaus,2021-06-18,57,6,63,1309,18,1,28
Lassen,2021-06-18,3,0,3,25,0,0,0
San Mateo,2021-06-18,4,8,12,703,0,1,19
Marin,2021-06-18,1,2,3,330,0,0,15
Humboldt,2021-06-18,11,3,14,274,2,0,7
Monterey,2021-06-18,2,0,2,724,0,0,23
Sutter,2021-06-18,0,0,0,14,0,0,0
Napa,2021-06-18,3,0,3,212,3,0,6
Amador,2021-06-18,0,0,0,53,0,0,2
Lake,2021-06-18,0,0,0,64,0,0,3
Kern,2021-06-18,26,12,38,1161,7,0,52
Del Norte,2021-06-18,1,0,1,54,0,0,3
Ventura,2021-06-18,18,2,20,1113,3,1,29
San Bernardino,2021-06-18,57,11,68,3531,15,1,151
Nevada,2021-06-18,3,0,3,120,0,0,6
Fresno,2021-06-18,47,13,60,1530,7,2,31
Los Angeles,2021-06-18,219,51,270,19273,38,8,630
Tulare,2021-06-18,6,3,9,669,1,0,21
Sacramento,2021-06-18,54,15,69,2596,14,2,84
Butte,2021-06-18,4,1,5,451,1,0,10
San Joaquin,2021-06-18,31,4,35,902,8,0,18
San Benito,2021-06-18,2,0,2,25,0,0,0
Glenn,2021-06-19,0,0,0,47,0,0,0
Kings,2021-06-19,6,0,6,89,3,0,0
San Diego,2021-06-19,61,6,67,6464,22,2,241
Placer,2021-06-19,23,11,34,796,3,1,16
Inyo,2021-06-19,0,0,0,29,0,0,2
Merced,2021-06-19,7,0,7,272,3,0,11
Mono,2021-06-19,0,0,0,17,0,0,0
Napa,2021-06-19,4,0,4,200,2,0,5
Butte,2021-06-19,6,0,6,451,2,0,8
Solano,2021-06-19,11,5,16,553,3,0,17
Alameda,2021-06-19,34,27,61,2481,10,3,115
Orange,2021-06-19,56,63,119,5918,13,4,257
Kern,2021-06-19,25,8,33,1113,6,0,52
Madera,2021-06-19,3,8,11,278,2,0,4
Yolo,2021-06-19,0,0,0,125,0,0,2
Santa Barbara,2021-06-19,6,0,6,603,3,0,28
Mariposa,2021-06-19,0,0,0,14,0,0,0
Del Norte,2021-06-19,0,0,0,53,0,0,2
Trinity,2021-06-19,0,0,0,25,0,0,0
San Bernardino,2021-06-19,57,20,77,3576,14,0,145
Marin,2021-06-19,0,1,1,327,0,0,15
Sacramento,2021-06-19,54,14,68,2479,17,2,90
Contra Costa,2021-06-19,18,7,25,1298,3,1,39
Shasta,2021-06-19,13,0,13,567,2,0,27
Lassen,2021-06-19,3,0,3,25,0,0,0
Sonoma,2021-06-19,14,0,14,709,2,0,24
Riverside,2021-06-19,30,17,47,3248,5,1,104
San Joaquin,2021-06-19,30,5,35,897,8,0,19
Santa Clara,2021-06-19,49,13,62,3044,16,0,93
San Francisco,2021-06-19,16,5,21,2148,4,0,98
Tulare,2021-06-19,7,2,9,647,1,1,25
Tehama,2021-06-19,1,0,1,59,1,0,0
Imperial,2021-06-19,4,0,4,236,2,0,9
Lake,2021-06-19,0,0,0,64,0,0,7
Nevada,2021-06-19,3,0,3,128,0,0,1
Sutter,2021-06-19,0,0,0,14,0,0,0
Stanislaus,2021-06-19,52,6,58,1306,16,1,22
San Mateo,2021-06-19,6,9,15,691,1,2,20
Santa Cruz,2021-06-19,3,0,3,372,0,0,4
Yuba,2021-06-19,8,0,8,261,3,0,6
Fresno,2021-06-19,44,11,55,1512,6,1,23
Ventura,2021-06-19,20,3,23,1105,3,0,46
Los Angeles,2021-06-19,213,58,271,19281,45,2,672
Colusa,2021-06-19,0,0,0,48,0,0,5
Modoc,2021-06-19,1,0,1,12,0,0,0
Tuolumne,2021-06-19,1,0,1,72,0,0,1
San Benito,2021-06-19,2,0,2,25,0,0,0
Amador,2021-06-19,0,0,0,53,0,0,2
Plumas,2021-06-19,0,0,0,35,0,0,0
Siskiyou,2021-06-19,3,0,3,56,1,0,5
Monterey,2021-06-19,2,0,2,724,0,0,23
San Luis Obispo,2021-06-19,2,0,2,460,1,0,21
El Dorado,2021-06-19,0,0,0,190,0,0,7
Humboldt,2021-06-19,11,1,12,274,2,1,7
Mendocino,2021-06-19,7,0,7,89,5,0,4
Calaveras,2021-06-19,0,0,0,33,0,0,4
Kern,2021-06-20,26,7,33,1120,6,0,53
San Joaquin,2021-06-20,32,7,39,900,8,2,15
Tehama,2021-06-20,0,0,0,59,0,0,2
Orange,2021-06-20,54,53,107,5811,14,4,228
Kings,2021-06-20,6,0,6,98,3,0,2
Placer,2021-06-20,23,14,37,792,3,2,23
Modoc,2021-06-20,1,0,1,12,0,0,0
Colusa,2021-06-20,0,0,0,48,0,0,5
Sacramento,2021-06-20,51,18,69,2587,16,3,92
Ventura,2021-06-20,14,1,15,1097,2,0,56
Glenn,2021-06-20,0,0,0,47,0,0,0
Merced,2021-06-20,9,0,9,271,3,0,11
Del Norte,2021-06-20,0,0,0,53,0,0,2
Alameda,2021-06-20,42,29,71,2464,10,5,115
Marin,2021-06-20,0,2,2,329,0,1,13
Contra Costa,2021-06-20,17,11,28,1285,3,0,49
San Bernardino,2021-06-20,64,15,79,3489,17,3,155
Mariposa,2021-06-20,0,0,0,14,0,0,0
Solano,2021-06-20,10,5,15,554,3,1,17
Tulare,2021-06-20,6,3,9,647,1,0,25
Lake,2021-06-20,0,0,0,64,0,0,6
Plumas,2021-06-20,0,0,0,35,0,0,0
Siskiyou,2021-06-20,2,0,2,56,1,0,5
Humboldt,2021-06-20,11,0,11,274,2,0,7
Inyo,2021-06-20,0,0,0,29,0,0,2
San Luis Obispo,2021-06-20,3,0,3,460,1,0,23
Santa Barbara,2021-06-20,6,0,6,603,4,0,35
Los Angeles,2021-06-20,220,46,266,19168,55,1,703
El Dorado,2021-06-20,0,0,0,190,0,0,7
